Renfield,"Comedy, Fantasy, Horror","Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them."
Nefarious,"Horror, Thriller","On the day of his scheduled execution, a convicted serial killer gets a psychiatric evaluation during which he claims he is a demon, and further claims that before their time is over, the psychiatrist will commit three murders of his own."
The Menu,"Comedy, Horror, Thriller","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises."
Midsommar,"Drama, Horror, Mystery",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.
The Nun II,"Horror, Mystery, Thriller","1956 - France. A priest is murdered. An evil is spreading. The sequel to the worldwide smash hit follows Sister Irene as she once again comes face-to-face with Valak, the demon nun."
Scream VI,"Horror, Mystery, Thriller","In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City."
The Boogeyman,"Horror, Mystery, Thriller","Still reeling from the tragic death of their mother, a teenage girl and her younger sister find themselves plagued by a sadistic presence in their house and struggle to get their grieving father to pay attention before it's too late."
Little Bone Lodge,"Crime, Horror, Thriller","Set during a very vicious storm, two criminal brothers on the run seek refuge in a desolate farmhouse. Taking the resident family captive, they find the house holds dark secrets of its own."
The Pope's Exorcist,"Horror, Thriller","Follow Gabriele Amorth, the Vatican's leading exorcist, as he investigates the possession of a child and uncovers a conspiracy the Vatican has tried to keep secret."
Pearl,"Drama, Horror, Thriller","In 1918, a young woman on the brink of madness pursues stardom in a desperate attempt to escape the drudgery, isolation and lovelessness of life on her parents' farm."
Alien,"Horror, Sci-Fi",The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.
The Meg,"Action, Horror, Sci-Fi",A group of scientists exploring the Marianas Trench encounter the largest marine predator that has ever existed - the Megalodon.
Beetlejuice 2,"Comedy, Fantasy, Horror","This is a follow-up to the comedyBeetle Juice(1988), about a ghost who's recruited to help haunt a house."
Old,"Drama, Horror, Mystery","A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day."
The Wrath of Becky,"Action, Horror, Thriller","Two years after escaping a violent attack, a teenage girl must defend herself against a terrorist cell."
Barbarian,"Horror, Mystery, Thriller",A woman staying at an Airbnb discovers that the house she has rented is not what it seems.
Talk to Me,"Horror, Thriller","When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces."
Insidious: The Last Key,"Horror, Mystery, Thriller","Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home where the terror began."
Nope,"Horror, Mystery, Sci-Fi",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.
The Shining,"Drama, Horror","A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future."
Srpski film,"Horror, Mystery, Thriller","An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business, only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film."
Meg 2: The Trench,"Action, Adventure, Horror",Plot unknown. Sequel to the 2018 film 'The Meg.'
Knock at the Cabin,"Horror, Mystery, Thriller","While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse."
Insidious: Chapter 2,"Horror, Mystery, Thriller","The Lamberts believe that they have defeated the spirits that have haunted their family, but they soon discover that evil is not beaten so easily."
American Psycho,"Crime, Drama, Horror","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
Insidious: Chapter 3,"Horror, Mystery, Thriller",A prequel set before the haunting of the Lambert family that reveals how gifted psychic Elise Rainier reluctantly agrees to use her ability to contact the dead in order to help a teenage girl who has been targeted by a dangerous supernatural entity.
Hereditary,"Drama, Horror, Mystery",A grieving family is haunted by tragic and disturbing occurrences.
Smile,"Horror, Mystery, Thriller","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity."
The Conjuring,"Horror, Mystery, Thriller",Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
Bird Box: Barcelona,"Horror, Mystery, Sci-Fi","After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona."
Jaws 2,"Adventure, Horror, Thriller",Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.
Scream,"Horror, Mystery, Thriller","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past."
Winnie-the-Pooh: Blood and Honey,Horror,"After Christopher Robin abandons them for college, Pooh and Piglet embark on a bloody rampage as they search for a new source of food."
Terrifier 2,Horror,"After being resurrected by a sinister entity, Art the Clown returns to the timid town of Miles County where he targets a teenage girl and her younger brother on Halloween night."
The Nun,"Horror, Mystery, Thriller",A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.
Get Out,"Horror, Mystery, Thriller","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point."
Doctor Sleep,"Drama, Fantasy, Horror","Years following the events ofThe Shining(1980), a now-adult Dan Torrance must protect a young girl with similar powers from a cult known as The True Knot, who prey on children with powers to remain immortal."
It,Horror,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
The Black Demon,"Horror, Sci-Fi, Thriller","Stranded on a crumbling rig in Baja, a family faces off against a vengeful megalodon shark."
Last Night in Soho,"Drama, Horror, Mystery","An aspiring fashion designer is mysteriously able to enter the 1960s, where she encounters a dazzling wannabe singer. But the glamour is not all it appears to be and the dreams of the past start to crack and splinter into something darker."
Mother!,"Drama, Horror, Mystery","A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
The Sand,"Comedy, Horror, Sci-Fi","After an all-night graduation beach party, a group of hung-over twenty-somethings awake to a beating sun, and a seemingly carnivorous beach that devours anything with a heartbeat that touches the sand."
Alien: Romulus,"Horror, Sci-Fi",The plot is under wraps.
The Pale Blue Eye,"Crime, Horror, Mystery","A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets' code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar Allan Poe."
Evil Dead,Horror,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
Hidden,"Horror, Sci-Fi, Thriller",A family takes refuge in a bomb shelter to avoid a dangerous outbreak.
Bones and All,"Drama, Horror, Romance",A young woman embarks on a 1000 mile odyssey through America where she meets a disenfranchised drifter. But all roads lead back to their terrifying pasts and to a final stand that will determine whether love can survive their otherness.
Influencer,"Horror, Mystery, Thriller","While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn."
Bodies Bodies Bodies,"Comedy, Horror, Thriller","When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong."
Doctor Strange in the Multiverse of Madness,"Action, Adventure, Fantasy","Doctor Strange teams up with a mysterious teenage girl from his dreams who can travel across multiverses, to battle multiple threats, including other-universe versions of himself, which threaten to wipe out millions across the multiverse. They seek help from Wanda the Scarlet Witch, Wong and others."
Resident Evil: Death Island,"Animation, Action, Adventure","D.S.O. agent Leon S. Kennedy is on a mission to rescue Dr. Antonio Taylor from kidnappers, when a mysterious woman thwarts his pursuit. Meanwhile, B.S.A.A. agent Chris Redfield is ...See full summary»"
Warm Bodies,"Comedy, Horror, Romance","After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
Tusk,"Comedy, Horror",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
The Last Voyage of the Demeter,Horror,"Based on a single chapter, the Captain's Log, from Bram Stoker's classic 1897 novel Dracula, the story is set aboard the Russian schooner Demeter, which was chartered to carry private cargo...See full summary»"
Scream,"Horror, Mystery","A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game."
Predator,"Action, Adventure, Horror",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
The VVitch: A New-England Folktale,"Drama, Fantasy, Horror","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
The Evil Dead,Horror,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons."
A Quiet Place,"Drama, Horror, Sci-Fi",A family struggles for survival in a world where most humans have been killed by blind but noise-sensitive creatures. They are forced to communicate in sign language to keep the creatures at bay.
Bird Box,"Horror, Mystery, Sci-Fi","Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety."
Ready or Not,"Action, Comedy, Horror",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.
Becky,"Action, Crime, Drama",A teenager's weekend at a lake house with her father takes a turn for the worse when a group of convicts wreaks havoc on their lives.
Final Destination,"Horror, Thriller","Alex Browning is among a group of high school students on a trip to Europe. He suddenly has a premonition their airplane will crash, he screams to warn the others but is thrown off of the plane, and the plane crashes after they get off."
Split,"Horror, Thriller",Three girls are kidnapped by a man with a diagnosed 23 distinct personalities. They must try to escape before the apparent emergence of a frightful new 24th.
Terrifier,"Horror, Thriller","On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown."
Prey,"Action, Adventure, Drama","Naru, a skilled warrior of the Comanche Nation, fights to protect her tribe against one of the first highly-evolved Predators to land on Earth."
28 Days Later...,"Drama, Horror, Sci-Fi","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
The Black Phone,"Horror, Thriller","After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims."
Cobweb,"Horror, Thriller",Horror strikes when an eight-year-old boy named Peter tries to investigate the mysterious knocking noises that are coming from inside the walls of his house and a dark secret that his sinister parents kept hidden from him.
The Return of the Living Dead,"Comedy, Horror, Sci-Fi","When two bumbling employees at a medical supply warehouse accidentally release a deadly gas into the air, the vapors cause the dead to rise again as zombies."
"As Above, So Below","Horror, Mystery, Thriller","When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
The Thing,"Horror, Mystery, Sci-Fi",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
The Exorcist,Horror,"When a teenage girl is possessed by a mysterious entity, her mother seeks the help of two priests to save her daughter."
The Descent,"Adventure, Horror, Thriller","A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators."
From Dusk Till Dawn,"Action, Crime, Horror","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results."
Alien: Covenant,"Horror, Sci-Fi, Thriller","The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape."
The Human Centipede (First Sequence),Horror,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums."
Hellraiser,"Horror, Mystery, Thriller","A take on Clive Barker's 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites."
The Exorcist: Believer,Horror,"Sequel to the 1973 film about a 12-year-old girl who is possessed by a mysterious demonic entity, forcing her mother to seek the help of two priests to save her."
Saw,"Horror, Mystery, Thriller","Two strangers awaken in a room with no recollection of how they got there, and soon discover they're pawns in a deadly game perpetrated by a notorious serial killer."
A Haunting in Venice,"Crime, Drama, Horror","In post-World War II Venice, Poirot, now retired and living in his own exile, reluctantly attends a seance. But when one of the guests is murdered, it is up to the former detective to once again uncover the killer."
Jaws 3-D,"Adventure, Horror, Thriller",A giant thirty-five-foot shark becomes trapped in a SeaWorld theme park and it's up to the sons of police chief Brody to rescue everyone.
The Cabin in the Woods,"Horror, Mystery, Thriller","Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods."
Fresh,"Horror, Thriller","After quitting dating apps, a woman meets the supposedly perfect man and accepts his invitation to a romantic weekend getaway, only to find that her new paramour has been hiding some unusual appetites."
World War Z,"Action, Adventure, Horror",Former United Nations employee Gerry Lane traverses the world in a race against time to stop a zombie pandemic that is toppling armies and governments and threatens to destroy humanity itself.
Shaun of the Dead,"Comedy, Horror","The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse."
The Ring,"Horror, Mystery",A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.
Men,"Drama, Fantasy, Horror",A young woman goes on a solo vacation to the English countryside following the death of her ex-husband.
Sinister,"Horror, Mystery, Thriller","A controversial true crime writer finds a box of super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s."
The Deep House,"Drama, Horror, Mystery","While diving in a remote French lake, a couple who specialize in urban exploration videos discover a house submerged in deep waters. Their dive turns into a nightmare when they discover the house was the scene of atrocious crimes."
A Quiet Place Part II,"Drama, Horror, Sci-Fi","Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path."
Alien³,"Action, Horror, Sci-Fi","Returning from LV-426, Ellen Ripley crash-lands on the maximum-security prison Fiorina 161, where she discovers that she has unwittingly brought along an unwelcome visitor."
Martyrs,Horror,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity."
The Lost Boys,"Comedy, Horror","After moving to a new town, two brothers discover that the area is a haven for vampires."
Psycho,"Horror, Mystery, Thriller","A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother."
The Hunt,"Action, Horror, Thriller","Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt."
Bram Stoker's Dracula,"Drama, Fantasy, Horror",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.
Lavender,"Horror, Thriller","After discovering old fractures in her skull, a photographer recovering from amnesia becomes increasingly haunted by a sinister childhood secret."
We Have a Ghost,"Adventure, Comedy, Family","Finding a ghost named Ernest haunting their new home turns Kevin's family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest's past, they become a target of the CIA."
I Spit on Your Grave,"Horror, Thriller","A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead."
The Uninvited,"Drama, Fantasy, Horror","Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother."
Orphan,"Horror, Mystery, Thriller",A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she appears.
The Conjuring: Last Rites,"Horror, Mystery, Thriller",Plot under wraps.
The Conjuring 2,"Horror, Mystery, Thriller",Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.
The Rocky Horror Picture Show,"Comedy, Horror, Musical",A newly-engaged couple have a breakdown in an isolated area and must seek shelter at the bizarre residence of Dr. Frank-n-Furter.
The Conjuring: The Devil Made Me Do It,"Horror, Mystery, Thriller",The Warrens investigate a murder that may be linked to a demonic possession.
Eden Lake,"Horror, Thriller","Refusing to let anything spoil their romantic weekend break, a young couple confront a gang of loutish youths with terrifyingly brutal consequences."
Jennifer's Body,"Comedy, Horror",A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
The Haunted Mansion,"Comedy, Family, Fantasy","A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected."
Hostel,Horror,"Three backpackers head to a Slovak city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them."
The Cell,"Crime, Horror, Sci-Fi","An F.B.I. Agent persuades a social worker, who is adept with a new experimental technology, to enter the mind of a comatose serial killer in order to learn where he has hidden his latest kidnap victim."
Don't Breathe,"Crime, Horror, Thriller","Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems."
White Noise,"Comedy, Drama, Horror","Dramatizes a contemporary American family's attempts to deal with the mundane conflicts of everyday life while grappling with the universal mysteries of love, death, and the possibility of happiness in an uncertain world."
It Follows,"Horror, Mystery, Thriller",A young woman is followed by an unknown supernatural force after a sexual encounter.
Alien Resurrection,"Action, Horror, Sci-Fi","Two centuries after her death, a powerful human/alien hybrid clone of Ellen Ripley aids a crew of space pirates in stopping the aliens from reaching Earth."
Blade,"Action, Horror, Sci-Fi","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
Malum,"Drama, Horror, Thriller",A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.
The Killing of a Sacred Deer,"Drama, Horror, Mystery","Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister."
The Girl Next Door,"Crime, Drama, Horror",Follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt and the boys who witness and fail to report the crime.
Life,"Horror, Sci-Fi, Thriller",A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.
I Know What You Did Last Summer,"Horror, Mystery",Four young friends bound by a tragic accident are reunited when they find themselves being stalked by a hook-wielding maniac in their small seaside town.
Morbius,"Action, Adventure, Horror","Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead."
Cannibal Holocaust,"Adventure, Horror","During a rescue mission into the Amazon rainforest, a professor stumbles across lost film shot by a missing documentary crew."
The Covenant,"Action, Adventure, Fantasy","Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart."
The House That Jack Built,"Crime, Drama, Horror","The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman."
Arctic Void,"Drama, Horror, Mystery","When the power mysteriously fails, and almost everyone vanishes from a small tourist vessel in the Arctic, fear becomes the master for the three who remain. Forced ashore, the men ...See full summary»"
Army of the Dead,"Action, Crime, Drama","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted."
The Wraith,"Action, Horror, Romance","In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants."
Saw X,"Horror, Mystery, Thriller",Plot is under wraps.
Suspiria,"Drama, Fantasy, Horror","A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up."
Beast,"Action, Adventure, Drama",A father and his two teenage daughters find themselves hunted by a massive rogue lion intent on proving that the Savanna has but one apex predator.
The Mist,"Horror, Sci-Fi, Thriller","A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives."
The Mummy,"Action, Adventure, Fantasy","An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension."
The Green Inferno,"Adventure, Horror","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
It Chapter Two,"Drama, Fantasy, Horror","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back."
Watcher,"Drama, Horror, Thriller","A young American woman moves with her husband to Bucharest, and begins to suspect that a stranger who watches her from the apartment building across the street may be a local serial killer decapitating women."
Nosferatu,"Drama, Fantasy, Horror","A gothic tale of obsession between a haunted young woman in 19th century Germany and the ancient Transylvanian vampire who stalks her, bringing untold horror with him."
Event Horizon,"Horror, Sci-Fi, Thriller",A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.
Busanhaeng,"Action, Horror, Thriller","While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan."
El hoyo,"Horror, Sci-Fi, Thriller",A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.
The Invitation,"Horror, Thriller","A young woman is courted and swept off her feet, only to realize a gothic conspiracy is afoot."
Escape Room,"Action, Adventure, Horror",Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.
Don't Breathe 2,"Action, Crime, Horror","The sequel is set in the years following the initial deadly home invasion, where Norman Nordstrom lives in quiet solace until his past sins catch up to him."
God Is a Bullet,"Action, Crime, Horror","Taking matters into his own hands, Detective Bob Hightower tries to infiltrate an evil cult to save his kidnapped daughter and avenge the murder of his wife."
Malignant,"Crime, Horror, Mystery","Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities."
Gerald's Game,"Drama, Horror, Thriller","A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free."
Constantine,"Action, Fantasy, Horror","Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more."
Ghost Ship,"Horror, Mystery, Thriller","A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board."
Wrong Turn,"Horror, Thriller","Chris and a group of five friends are left stranded deep in the middle of the woods after their cars collide. As they venture deeper into the woods, they face an uncertain and bloodcurdling fate."
Under the Skin,"Drama, Horror, Mystery","A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery."
Dawn of the Dead,"Action, Horror","A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall."
Jaws: The Revenge,"Adventure, Horror, Thriller",Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
Speak No Evil,"Drama, Horror, Thriller",A Danish family visits a Dutch family they met on a holiday. What was supposed to be an idyllic weekend slowly starts unraveling as the Danes try to stay polite in the face of unpleasantness.
Us,"Horror, Mystery, Thriller",A family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
Interview with the Vampire: The Vampire Chronicles,"Drama, Fantasy, Horror","A vampire tells his epic life story: love, betrayal, loneliness, and hunger."
Glass,"Drama, Horror, Sci-Fi","Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities."
Fantasy Island,"Fantasy, Horror, Mystery","When the owner and operator of a luxurious island invites a collection of guests to live out their most elaborate fantasies in relative seclusion, chaos quickly descends."
Teeth,"Comedy, Fantasy, Horror","Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence."
Antichrist,"Drama, Horror, Thriller","A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage, but nature takes its course and things go from bad to worse."
Scream 4,"Comedy, Horror, Mystery","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer."
Crimes of the Future,"Drama, Horror, Sci-Fi","Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances."
Children of the Corn,Horror,"The film describes the events leading up to, and including, the massacre of the adults of a small town in Nebraska by their children, after the adults' irresponsibility ruins the crop and the children's future."
Piranha 3D,"Comedy, Horror","After a sudden underwater tremor sets free scores of the prehistoric man-eating fish, an unlikely group of strangers must band together to stop themselves from becoming fish food for the area's new razor-toothed residents."
A Nightmare on Elm Street,Horror,"Teenager Nancy Thompson must uncover the dark truth concealed by her parents after she and her friends become targets of the spirit of a serial killer with a bladed glove in their dreams, in which if they die, it kills them in real life."
Carrie,"Horror, Mystery","Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom."
The Others,"Horror, Mystery, Thriller","During World War II, a woman who lives with her two photosensitive children on her darkened old family estate in the Channel Islands becomes convinced that the home is haunted."
The Tank,"Horror, Thriller","After mysteriously inheriting an abandoned coastal property, Ben and his family accidentally unleash an ancient, long-dormant creature that terrorized the entire region-including his own ancestors-for generations."
The Unseen,"Drama, Horror, Thriller",A law student finds himself in a twisted web of murder and deceit brought on by a dark force from his past.
Halloween Ends,"Horror, Thriller",The saga of Michael Myers and Laurie Strode comes to a spine-chilling climax in the final installment of this trilogy.
Megan Is Missing,"Drama, Horror, Thriller",Two teenage girls encounter an Internet child predator.
The Crow,"Action, Crime, Drama",A man brutally murdered comes back to life as an undead avenger of his and his fiancée's murder.
Orphan: First Kill,"Crime, Drama, Horror","After orchestrating a brilliant escape from an Estonian psychiatric facility, Esther travels to America by impersonating the missing daughter of a wealthy family."
Synchronic,"Drama, Horror, Mystery","Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects."
The Texas Chain Saw Massacre,Horror,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw."
